"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj";"cluster";"gene"
"Hspa9";0,00828585788453429;0,287768733493327;0,106;0,068;1;"P21";"Hspa9"
"Spire1";0,00830440594067507;0,444523900009647;0,166;0,114;1;"P21";"Spire1"
"Nfx1";0,00836674126249346;0,466182262555092;0,149;0,099;1;"P21";"Nfx1"
"Sirpa";0,0083688966311126;0,293553537584808;0,228;0,17;1;"P21";"Sirpa"
"BC005537";0,00838830504677397;0,346854927516577;0,254;0,192;1;"P21";"BC005537"
"Traf3ip1";0,00838880690130933;1,55623715778123;0,043;0,018;1;"P21";"Traf3ip1"
"Rora";0,00843593316720346;0,720538080539987;0,037;0,014;1;"P21";"Rora"
"Iqgap1";0,00852212358168943;0,512758497164436;0,267;0,201;1;"P21";"Iqgap1"
"Anks1";0,00854489584513316;0,886562065603357;0,052;0,024;1;"P21";"Anks1"
"Gm11549";0,00855068720000226;1,53744505548796;0,028;0,009;1;"P21";"Gm11549"
"Dusp11";0,00856841595243036;0,434934599536739;0,276;0,209;1;"P21";"Dusp11"
"Acp1";0,00863196586864786;0,678783159623763;0,159;0,107;1;"P21";"Acp1"
"Acad11";0,00864230528373407;1,89026884873;0,028;0,009;1;"P21";"Acad11"
"Pgr";0,00874388752831954;1,51673622467164;0,043;0,018;1;"P21";"Pgr"
"Usp33";0,00879161041450036;0,56375480185549;0,172;0,118;1;"P21";"Usp33"
"Cstf2";0,0087959770419051;0,582093326081107;0,211;0,151;1;"P21";"Cstf2"
"Katna1";0,00882848028771058;1,31672641455691;0,043;0,018;1;"P21";"Katna1"
"Chfr";0,00882964773317443;0,171841764663849;0,162;0,116;1;"P21";"Chfr"
"Sart3";0,00893123113115903;0,732674535476001;0,082;0,045;1;"P21";"Sart3"
"Hdhd5";0,00898417652239932;1,12096021449432;0,062;0,031;1;"P21";"Hdhd5"
"Fam50a";0,00902397468652998;0,869508546385955;0,065;0,033;1;"P21";"Fam50a"
"Nek9";0,00902909513659372;1,07657109451456;0,062;0,031;1;"P21";"Nek9"
"Trpc1";0,00902921304388929;0,417177787976379;0,175;0,122;1;"P21";"Trpc1"
"Pan3";0,00903919544711713;0,648718420686434;0,142;0,093;1;"P21";"Pan3"
"Irak1";0,00904147174586041;0,76809920680896;0,11;0,066;1;"P21";"Irak1"
"Tmem251";0,00909567139453941;1,80926894108698;0,032;0,011;1;"P21";"Tmem251"
"Gm7694";0,00915349229792469;1,60437353006643;0,032;0,011;1;"P21";"Gm7694"
"AI314180";0,00917713742266721;0,308597838875199;0,194;0,141;1;"P21";"AI314180"
"Gnpda2";0,00933166563160283;1,28014467423837;0,045;0,019;1;"P21";"Gnpda2"
"Znfx1";0,00939460953734322;1,21722239558571;0,045;0,019;1;"P21";"Znfx1"
"Neu1";0,00945776575947779;0,576085169129391;0,091;0,053;1;"P21";"Neu1"
"Acp6";0,00952221519995129;1,01145724029464;0,047;0,021;1;"P21";"Acp6"
"Plekhh3";0,00952806182599666;1,19792260495457;0,024;0,007;1;"P21";"Plekhh3"
"Tcf25";0,00968670385060425;0,275498452389296;0,558;0,497;1;"P21";"Tcf25"
"Camta2";0,00971108581993167;0,255602767183926;0,125;0,085;1;"P21";"Camta2"
"Arfip2";0,0098178671501387;0,623798896169782;0,093;0,055;1;"P21";"Arfip2"
"Ncoa3";0,00982410059926538;0,867677133424666;0,067;0,034;1;"P21";"Ncoa3"
"Vti1a";0,00984819185378719;0,798787511056325;0,099;0,058;1;"P21";"Vti1a"
"Agbl4";0,00987583951578768;1,15805493518261;0,047;0,021;1;"P21";"Agbl4"
"Fip1l1";0,00995579198924838;0,361443257477356;0,153;0,106;1;"P21";"Fip1l1"
"Tuba1a";9,00292205037169e-188;4,65421310679305;0,8;0,119;1,68444671562454e-183;"P7";"Tuba1a"
"Stmn2";3,82839744374921e-153;3,0097354234893;0,832;0,31;7,16293161725477e-149;"P7";"Stmn2"
"Tubb2b";8,20445751783482e-132;8,44515539012462;0,545;0,004;1,5350540015869e-127;"P7";"Tubb2b"
"Pfkp";1,83774831408474e-119;2,34625595233872;0,733;0,371;3,43842709565256e-115;"P7";"Pfkp"
"Dpysl3";2,54849424542828e-105;5,08682314536363;0,534;0,039;4,76823273319631e-101;"P7";"Dpysl3"
"Basp1";2,04528381781402e-87;2,55946835193723;0,695;0,261;3,82672602313003e-83;"P7";"Basp1"
"Ncam1";7,07862618751294e-87;2,5044189899498;0,673;0,228;1,32441095968367e-82;"P7";"Ncam1"
"Rtn1";8,83296726905239e-84;1,9109078812743;0,819;0,448;1,6526481760397e-79;"P7";"Rtn1"
"Tubb5";3,9820952926436e-77;3,93577552411149;0,485;0,069;7,45050029253617e-73;"P7";"Tubb5"
"Map1b";4,29164173545496e-76;1,61784405531254;0,854;0,56;8,02966168703622e-72;"P7";"Map1b"
"Actg1";3,39802694881975e-63;2,37744780636137;0,568;0,185;6,35770842124176e-59;"P7";"Actg1"
"Mapt";1,07336969840626e-62;1,82314306097752;0,687;0,33;2,00827470571812e-58;"P7";"Mapt"
"Tmsb4x";2,29229262887183e-62;2,08382026873678;0,669;0,293;4,28887950861919e-58;"P7";"Tmsb4x"
"Tmsb10";2,85417762855223e-61;3,46904475031876;0,434;0,078;5,34016634302123e-57;"P7";"Tmsb10"
"Tubb3";5,81050157918904e-61;3,79252900818715;0,418;0,067;1,08714484546627e-56;"P7";"Tubb3"
"Dpysl5";8,80563805562505e-57;4,61157044125178;0,321;0,015;1,64753488020745e-52;"P7";"Dpysl5"
"Rpsa";2,43494134010083e-55;2,19382115736727;0,552;0,185;4,55577524732865e-51;"P7";"Rpsa"
"Ftl1";4,30952254085514e-54;2,7576164063087;0,445;0,108;8,06311667393997e-50;"P7";"Ftl1"
"Tubb2a";4,71865496558549e-51;2,89098941645778;0,477;0,147;8,82860344061044e-47;"P7";"Tubb2a"
"Rplp1";1,60843747904207e-50;2,09320901431885;0,539;0,192;3,00938652328771e-46;"P7";"Rplp1"
"Eef1a1";9,66367543142994e-50;2,36478961334759;0,491;0,157;1,80807367322054e-45;"P7";"Eef1a1"
"Gap43";8,13602501787776e-48;1,97975587700336;0,588;0,252;1,52225028084493e-43;"P7";"Gap43"
"Chl1";3,88448636349906e-47;2,36712931065372;0,457;0,123;7,26787398610674e-43;"P7";"Chl1"
"Stmn1";4,60942718221185e-47;2,8944363454164;0,407;0,095;8,62423825791837e-43;"P7";"Stmn1"
"Vcan";3,0970921619127e-46;5,59915216354829;0,251;0,006;5,79465943493866e-42;"P7";"Vcan"
"Nsg2";2,33650142211893e-44;2,68049391282024;0,38;0,078;4,37159416078451e-40;"P7";"Nsg2"
"Rpl41";3,1158219586295e-44;2,05083082967603;0,498;0,177;5,82970288459579e-40;"P7";"Rpl41"
"Actb";6,66994460767895e-44;1,90277128444898;0,564;0,252;1,24794663609673e-39;"P7";"Actb"
"Ybx1";6,00326335049413e-43;2,32204903467053;0,432;0,149;1,12321057287745e-38;"P7";"Ybx1"
"Atp2b4";1,05281952777627e-42;3,78226506169694;0,296;0,037;1,9698253364694e-38;"P7";"Atp2b4"
"Calm1";1,34322803964838e-42;1,46726938891112;0,772;0,545;2,51317966218211e-38;"P7";"Calm1"
"Crmp1";1,8272636878482e-42;2,22912767746503;0,442;0,142;3,41881035996399e-38;"P7";"Crmp1"
"L1cam";6,81657073887164e-42;2,24442956793942;0,428;0,123;1,27538038524288e-37;"P7";"L1cam"
"Rac3";1,90574410628752e-39;4,07128250239073;0,265;0,028;3,56564722286396e-35;"P7";"Rac3"
"Cplx2";6,15716706149074e-39;3,64241105802291;0,272;0,028;1,15200595720492e-34;"P7";"Cplx2"
"Nrbp2";2,42863703207181e-38;2,15248521289285;0,423;0,144;4,54397988700635e-34;"P7";"Nrbp2"
"Fxyd6";3,5448622518745e-38;4,31639800074856;0,234;0,013;6,63243727325719e-34;"P7";"Fxyd6"
"Nsg1";4,06687786403403e-38;2,29829722479207;0,414;0,127;7,60912848360767e-34;"P7";"Nsg1"
"Cdh13";1,11997844950069e-36;2,45425521249067;0,364;0,091;2,09547967901578e-32;"P7";"Cdh13"
"Hsp90ab1";7,92073117021254e-36;1,63808966715883;0,567;0,284;1,48196880194677e-31;"P7";"Hsp90ab1"
"Epha5";2,90255692191468e-35;1,21418280743794;0,653;0,409;5,43068400090237e-31;"P7";"Epha5"
"Fabp5";3,17935399089319e-35;2,68906367564264;0,326;0,071;5,94857131696115e-31;"P7";"Fabp5"
"Gnas";1,29800726513525e-34;1,81568845536448;0,492;0,244;2,42857159306805e-30;"P7";"Gnas"
"Marcksl1";1,60519853538351e-34;4,69681704782267;0,214;0,013;3,00332645970255e-30;"P7";"Marcksl1"
"Rps19";5,37800775533448e-34;2,24587192270302;0,371;0,11;1,00622525102308e-29;"P7";"Rps19"
"Thra";1,02602987743627e-33;1,5727603008721;0,529;0,248;1,91970190068326e-29;"P7";"Thra"
"Ppia";3,42976149554844e-33;1,88232194852762;0,497;0,235;6,41708375817113e-29;"P7";"Ppia"
"Nrgn";4,54937607103662e-33;1,31562589672507;0,661;0,405;8,51188262890952e-29;"P7";"Nrgn"
"Sdc3";1,11887891388745e-32;3,78136060122914;0,208;0,013;2,09342244788343e-28;"P7";"Sdc3"
"Tuba1b";1,18053129911637e-32;2,72628834379741;0,314;0,082;2,20877406064672e-28;"P7";"Tuba1b"
"Flna";3,58620777460755e-32;2,43486341841075;0,329;0,091;6,70979474629072e-28;"P7";"Flna"
"Nrep";6,21154714592617e-31;2,96814689003335;0,259;0,041;1,16218047100279e-26;"P7";"Nrep"
"Syt4";8,58084625684707e-31;1,45047351085829;0,549;0,289;1,60547633465609e-26;"P7";"Syt4"
"Ly6h";1,32534163205748e-30;1,91685268232761;0,405;0,153;2,47971419357954e-26;"P7";"Ly6h"
"Efnb3";2,24208720014182e-30;5,19755414745531;0,184;0,011;4,19494515146534e-26;"P7";"Efnb3"
"Gnb4";2,25618993958086e-30;3,93240911326567;0,191;0,011;4,22133137695579e-26;"P7";"Gnb4"
"Stmn3";5,93297656515493e-30;1,63964088174135;0,505;0,252;1,11005991534049e-25;"P7";"Stmn3"
"Tpt1";3,62766146705291e-29;1,72212381726812;0,427;0,175;6,787354604856e-25;"P7";"Tpt1"
"Rplp0";4,9501691344691e-29;2,80052294709556;0,266;0,054;9,26176645059168e-25;"P7";"Rplp0"
"Rps24";5,29827905699453e-29;1,75197798393702;0,411;0,159;9,91308011563676e-25;"P7";"Rps24"
"Rps20";5,43785214620732e-28;1,85767811780601;0,387;0,155;1,01742213655539e-23;"P7";"Rps20"
"Ptms";1,01434572482901e-27;1,78861124241775;0,407;0,175;1,89784085115507e-23;"P7";"Ptms"
"Cacng4";7,02498434130979e-27;4,42520922580737;0,161;0,006;1,31437457025906e-22;"P7";"Cacng4"
"Rps12";1,7191086795116e-26;2,05215405742818;0,337;0,114;3,2164523393662e-22;"P7";"Rps12"
"Mef2c";5,71818071451907e-26;0,872059922751406;0,729;0,515;1,06987161168652e-21;"P7";"Mef2c"
"Gm1673";2,76245871383668e-25;2,73921328675083;0,244;0,054;5,16856025358842e-21;"P7";"Gm1673"
"Dner";5,062443821522e-25;2,93760713671488;0,19;0,022;9,47183239006766e-21;"P7";"Dner"
"Rps26";5,71295660474928e-25;2,28580566553597;0,278;0,071;1,06889418074859e-20;"P7";"Rps26"
"Atp9a";9,8002133057496e-25;1,82750814956028;0,359;0,147;1,83361990950575e-20;"P7";"Atp9a"
"Clmp";1,18638783560235e-24;2,65286708358568;0,22;0,037;2,21973164041199e-20;"P7";"Clmp"
"Marcks";3,14508582150477e-24;2,31168336907665;0,249;0,054;5,88445557203542e-20;"P7";"Marcks"
"Adgrl1";3,18393483608524e-24;1,06684423914085;0,614;0,427;5,95714207831549e-20;"P7";"Adgrl1"
"App";3,86883290750862e-24;1,27076902914762;0,509;0,287;7,23858636994863e-20;"P7";"App"
"Ndn";4,49463479039722e-24;2,90926994153399;0,208;0,032;8,4094616928332e-20;"P7";"Ndn"
"Calm2";5,66806931230567e-24;1,31322330804775;0,545;0,371;1,06049576833239e-19;"P7";"Calm2"
"Scn3b";5,71636612533022e-24;4,57006325662075;0,151;0,009;1,06953210204928e-19;"P7";"Scn3b"
"Cxadr";6,02826167838119e-24;2,05672240637973;0,301;0,095;1,12788776002512e-19;"P7";"Cxadr"
"Plppr3";8,18463080703285e-24;2,00776134785865;0,288;0,082;1,53134442399585e-19;"P7";"Plppr3"
"Rpl23";1,62473042392054e-23;1,98937216025457;0,319;0,119;3,03987062315534e-19;"P7";"Rpl23"
"Ywhae";4,45827472685484e-23;2,02950100537381;0,304;0,095;8,3414320139454e-19;"P7";"Ywhae"
"Lsamp";1,06379453406362e-22;1,82018967368311;0,283;0,08;1,99035957323303e-18;"P7";"Lsamp"
"Sox4";1,18787276411511e-22;1,98164890710365;0,279;0,08;2,22250994165936e-18;"P7";"Sox4"
"Rgma";1,27443638541677e-22;2,63735492993006;0,229;0,056;2,38447047711478e-18;"P7";"Rgma"
"Camkv";1,78332015836277e-22;1,39874180927376;0,434;0,216;3,33659201629675e-18;"P7";"Camkv"
"Gng2";1,85579858545358e-22;2,71473234269931;0,207;0,037;3,47219915338366e-18;"P7";"Gng2"
"Eid1";2,44988785209667e-22;1,68826875032034;0,361;0,149;4,58374017127287e-18;"P7";"Eid1"
"Plppr1";3,21493026967051e-22;8,87303212977657;0,109;0;6,01513453455353e-18;"P7";"Plppr1"
"Hmgcs1";2,01453871818314e-21;2,27204047875498;0,255;0,073;3,76920194172065e-17;"P7";"Hmgcs1"
"Selenow";2,92460946317982e-21;1,32257952507869;0,463;0,248;5,47194430560944e-17;"P7";"Selenow"
"Nrxn2";3,00036097325104e-21;1,13807907641463;0,515;0,304;5,6136753809527e-17;"P7";"Nrxn2"
"Podxl2";4,09903638954339e-21;1,58498699892951;0,341;0,136;7,66929708483568e-17;"P7";"Podxl2"
"Bhlhe22";4,29724607112714e-21;3,78748300657184;0,149;0,013;8,04014739907888e-17;"P7";"Bhlhe22"
"Sqle";4,73425789619902e-21;3,43544346703444;0,158;0,017;8,85779652378837e-17;"P7";"Sqle"
"Gnal";5,60194164356884e-21;4,01226958543155;0,142;0,011;1,04812328151173e-16;"P7";"Gnal"
"Aplp1";5,66097719796941e-21;1,70029548633405;0,32;0,125;1,05916883374008e-16;"P7";"Aplp1"
"Grin3a";6,75763069869415e-21;3,25185692779692;0,187;0,037;1,26435270372568e-16;"P7";"Grin3a"
"Mif";1,21391671235228e-20;2,31552594143822;0,237;0,06;2,27123816881112e-16;"P7";"Mif"
"S100a10";1,21396370404634e-20;6,22425517877703;0,115;0,002;2,27132609027071e-16;"P7";"S100a10"
"Dynll1";1,30647375126823e-20;1,82371342219189;0,322;0,129;2,44441238862286e-16;"P7";"Dynll1"
"Rpl12";1,38776821442054e-20;1,50823556184926;0,354;0,157;2,59651432918084e-16;"P7";"Rpl12"
"Rplp2";1,43864466333845e-20;2,18600499561685;0,239;0,065;2,69170416510624e-16;"P7";"Rplp2"
"Gnao1";1,46547052454185e-20;1,28623519496284;0,446;0,244;2,74189535141779e-16;"P7";"Gnao1"
"Smpd3";1,69084827644953e-20;2,81248093335847;0,192;0,037;3,16357712523708e-16;"P7";"Smpd3"
"Hsp90aa1";1,69527357166301e-20;1,10066200844046;0,531;0,332;3,1718568525815e-16;"P7";"Hsp90aa1"
"Reep5";3,03392185865277e-20;2,12217259792933;0,23;0,056;5,67646779753934e-16;"P7";"Reep5"
"Rasgrp2";3,40371066571221e-20;2,41522571606444;0,226;0,062;6,36834265554754e-16;"P7";"Rasgrp2"
"Rps29";6,36237202877077e-20;1,54170799081908;0,345;0,14;1,19039980658301e-15;"P7";"Rps29"
"Igfbp5";8,51728958238348e-20;3,91361755354479;0,137;0,011;1,59358488086395e-15;"P7";"Igfbp5"
"Pcdh19";5,99624145748771e-19;2,45504636097304;0,18;0,032;1,12189677669595e-14;"P7";"Pcdh19"
"Adcy1";6,2284446566763e-19;1,04286807768343;0,557;0,36;1,16534199526414e-14;"P7";"Adcy1"
"Rpl13";1,06768680389936e-18;1,14935833273241;0,467;0,265;1,99764201009569e-14;"P7";"Rpl13"
"Jpt1";1,11233851703158e-18;2,13674835697707;0,241;0,078;2,08118536536608e-14;"P7";"Jpt1"
"Rpl39";1,18789858765168e-18;2,07672719165217;0,243;0,08;2,22255825749629e-14;"P7";"Rpl39"
"Rps10";1,68149292121948e-18;2,0443231877307;0,253;0,093;3,14607325560164e-14;"P7";"Rps10"
"Atxn7l3b";1,69810675106618e-18;1,76875669853876;0,29;0,11;3,17715773124482e-14;"P7";"Atxn7l3b"
"Rpl38";2,68535697669897e-18;1,59203460474383;0,312;0,131;5,02430290340378e-14;"P7";"Rpl38"
"Vstm2l";3,21836583777058e-18;3,09575684481667;0,158;0,026;6,02156248246876e-14;"P7";"Vstm2l"
"Scn2a";3,58509796169311e-18;0,891503472507286;0,594;0,409;6,70771828632781e-14;"P7";"Scn2a"
"Rps8";3,8782865434269e-18;1,18712114752117;0,431;0,226;7,25627412275174e-14;"P7";"Rps8"
"Id2";3,90538347351994e-18;2,59539244763364;0,18;0,037;7,30697247895581e-14;"P7";"Id2"
"Ywhaz";4,3558178499232e-18;1,63266794735693;0,329;0,151;8,1497351972063e-14;"P7";"Ywhaz"
"Scd2";5,53849355609711e-18;1,3293249610751;0,407;0,211;1,03625214434577e-13;"P7";"Scd2"
"Zfp57";5,85505125769628e-18;4,19341371809169;0,127;0,013;1,09548009031497e-13;"P7";"Zfp57"
"Slc29a4";7,88319442156275e-18;3,86331037866065;0,121;0,009;1,47494567627439e-13;"P7";"Slc29a4"
"Samd14";1,02558010654556e-17;5,22259042120068;0,107;0,004;1,91886037934674e-13;"P7";"Samd14"
"Eef1b2";1,4875118484668e-17;2,36091451864091;0,197;0,047;2,78313466848138e-13;"P7";"Eef1b2"
"Rpl32";1,92094556941299e-17;1,74872132951144;0,274;0,101;3,59408916037171e-13;"P7";"Rpl32"
"Fau";2,4454184118116e-17;1,57127465376176;0,317;0,147;4,5753778484995e-13;"P7";"Fau"
"Cfl1";2,49211911138299e-17;1,46485207117238;0,325;0,14;4,66275485739758e-13;"P7";"Cfl1"
"Gipr";2,50026470703534e-17;2,97151125086333;0,149;0,022;4,67799526686311e-13;"P7";"Gipr"
"Uchl1";3,0212955997778e-17;1,21503377869951;0,418;0,241;5,65284406718427e-13;"P7";"Uchl1"
"Usp22";3,65603164977266e-17;1,94398316926741;0,236;0,078;6,84043521672465e-13;"P7";"Usp22"
"Map1lc3a";3,77632816277781e-17;1,97243794361938;0,233;0,073;7,06550999255728e-13;"P7";"Map1lc3a"
"Cntn1";3,81695811788274e-17;1,30085952601151;0,371;0,177;7,1415286385586e-13;"P7";"Cntn1"
"Nell2";5,7111976155986e-17;1,67218249569218;0,271;0,097;1,0685650738785e-12;"P7";"Nell2"
"Arhgdig";6,31968064092021e-17;1,73224027672163;0,27;0,108;1,18241224791617e-12;"P7";"Arhgdig"
"6330403K07Rik";7,74463697044211e-17;3,96243292035666;0,115;0,009;1,44902157716972e-12;"P7";"6330403K07Rik"
"Ptma";8,43964903625029e-17;1,73268281354202;0,237;0,073;1,57905833468243e-12;"P7";"Ptma"
"Scn3a";8,73678458904342e-17;1,7863952948762;0,244;0,08;1,63465239661002e-12;"P7";"Scn3a"
"Kcnk2";1,15331518094527e-16;2,12268819553682;0,186;0,043;2,1578527035486e-12;"P7";"Kcnk2"
"Nnat";1,19445953596467e-16;5,13150236003213;0,101;0,004;2,2348337917899e-12;"P7";"Nnat"
"Cd24a";1,24519037488798e-16;6,4147888758081;0,094;0,002;2,32975119141541e-12;"P7";"Cd24a"
"Ahnak2";1,40991892950636e-16;4,34976201594867;0,093;0,002;2,63795831710639e-12;"P7";"Ahnak2"
"Zbtb18";2,47467752213768e-16;1,86268788028174;0,243;0,086;4,63012164391961e-12;"P7";"Zbtb18"
"Ttc3";4,38847934610807e-16;0,689969482698834;0,731;0,584;8,2108448565682e-12;"P7";"Ttc3"
"Nudt4";4,68264289009433e-16;2,60185913358829;0,171;0,041;8,76122484736649e-12;"P7";"Nudt4"
"mt-Nd4l";7,47977042519788e-16;1,27518685154342;0,345;0,159;1,39946504655452e-11;"P7";"mt-Nd4l"
"Chd3";7,75633747116703e-16;0,928272337106401;0,521;0,349;1,45121074085535e-11;"P7";"Chd3"
"Pkia";1,1839626498491e-15;2,65280078628521;0,164;0,041;2,21519411786767e-11;"P7";"Pkia"
"Rtn4";1,30718520662483e-15;1,25217948891422;0,395;0,231;2,44574352159505e-11;"P7";"Rtn4"
"Igsf21";1,32409597732158e-15;2,25003882655064;0,186;0,05;2,47738357356867e-11;"P7";"Igsf21"
"Ppp1r1a";2,43909788101206e-15;2,17066935384111;0,173;0,041;4,56355213537356e-11;"P7";"Ppp1r1a"
"Oxct1";2,53970395867581e-15;1,63432332141483;0,256;0,097;4,75178610668243e-11;"P7";"Oxct1"
"Rab10";2,74757797519396e-15;2,27728510982404;0,187;0,06;5,14071839158789e-11;"P7";"Rab10"
"Rps9";6,83246915757262e-15;1,63337607187621;0,239;0,084;1,27835497938184e-10;"P7";"Rps9"
"Stmn4";7,02768874273044e-15;1,42666242588374;0,307;0,142;1,31488056376486e-10;"P7";"Stmn4"
"Rpl27a";7,0622040538249e-15;1,21515872913437;0,352;0,177;1,32133837847064e-10;"P7";"Rpl27a"
"Gpm6a";7,53051499200651e-15;1,07475304115486;0,405;0,218;1,40895935500442e-10;"P7";"Gpm6a"
"Rpl3";8,52431536988454e-15;1,48439847132825;0,271;0,108;1,5948994057054e-10;"P7";"Rpl3"
"Impad1";1,19373150195085e-14;1,8666865601523;0,177;0,045;2,23347164015003e-10;"P7";"Impad1"
"Plxna1";1,22740205796545e-14;1,93436508959785;0,211;0,082;2,29646925045336e-10;"P7";"Plxna1"
"Cadm3";1,26098140424745e-14;1,99977618109817;0,195;0,056;2,35929620734699e-10;"P7";"Cadm3"
"Klf7";1,61603693832475e-14;1,30875635357785;0,32;0,157;3,0236051116056e-10;"P7";"Klf7"
"Plxna3";1,64455395658078e-14;2,8160868867431;0,101;0,009;3,07696045276264e-10;"P7";"Plxna3"
"Nav1";1,92266741962843e-14;0,755383877141224;0,627;0,483;3,59731074212479e-10;"P7";"Nav1"
"Rps13";1,94920154111003e-14;1,49625362953838;0,282;0,127;3,64695608341687e-10;"P7";"Rps13"
"Ppp1r14c";2,23882999251716e-14;3,06035104303201;0,118;0,015;4,1888509159996e-10;"P7";"Ppp1r14c"
"Ttc9b";4,1618543784515e-14;3,01958279594911;0,131;0,026;7,78682954208276e-10;"P7";"Ttc9b"
"Rpl10a";4,19910467032997e-14;1,40605421950858;0,292;0,14;7,85652483818738e-10;"P7";"Rpl10a"
"Mllt11";4,70417771763987e-14;1,59879016960289;0,273;0,131;8,80151650970419e-10;"P7";"Mllt11"
"Stx1a";4,83086362585985e-14;1,49499027362037;0,261;0,112;9,03854584398378e-10;"P7";"Stx1a"
"Dpysl2";5,30238403570106e-14;1,5611896031109;0,265;0,123;9,92076053079668e-10;"P7";"Dpysl2"
"Rpl18";5,77015601116426e-14;1,83684946753621;0,206;0,069;1,07959618968883e-09;"P7";"Rpl18"
"Kif1a";7,74571317482012e-14;0,897994333507102;0,491;0,328;1,44922293500884e-09;"P7";"Kif1a"
"Rps16";8,65342101655865e-14;1,57736123644245;0,277;0,129;1,61905507219812e-09;"P7";"Rps16"
"Hspa8";9,54065972764474e-14;1,24231118968155;0,36;0,203;1,78505743504233e-09;"P7";"Hspa8"
"Neo1";1,02992532359381e-13;1,97028521963687;0,191;0,062;1,92699028044401e-09;"P7";"Neo1"
"Ywhag";1,03467169106723e-13;1,30707913406047;0,327;0,17;1,93587073398678e-09;"P7";"Ywhag"
"Pgrmc1";1,15327193411511e-13;2,42754976427927;0,147;0,032;2,15777178872937e-09;"P7";"Pgrmc1"
"Fhl1";1,5584328050248e-13;2,98007652291124;0,133;0,03;2,9158277782014e-09;"P7";"Fhl1"
"Rps5";1,59313894997085e-13;1,72863950840185;0,21;0,071;2,98076297539546e-09;"P7";"Rps5"
"Camk2b";1,6880408905688e-13;0,972413889000565;0,44;0,293;3,15832450625422e-09;"P7";"Camk2b"
"Atp11b";1,98127491286291e-13;1,03903058276604;0,409;0,265;3,7069653619665e-09;"P7";"Atp11b"
"Hsbp1";2,59225909958776e-13;1,9638364864931;0,192;0,065;4,85011677532869e-09;"P7";"Hsbp1"
"Cpne2";2,72336112208038e-13;3,83324761382336;0,084;0,004;5,09540865941240e-09;"P7";"Cpne2"
"Gnb2";3,01647060220557e-13;1,21008943219041;0,31;0,177;5,64381649672662e-09;"P7";"Gnb2"
"Sox11";3,04361531275364e-13;2,09026880666969;0,162;0,043;5,69460425016206e-09;"P7";"Sox11"
"Negr1";3,9673761918037e-13;0,911734937073591;0,466;0,3;7,42296085486472e-09;"P7";"Negr1"
"Ncl";4,25018281046584e-13;1,83200831954989;0,191;0,06;7,95209203838158e-09;"P7";"Ncl"
"Eef2";4,84820509430142e-13;1,40395096821454;0,281;0,14;9,07099173143796e-09;"P7";"Eef2"
"Ptpro";4,9567331913251e-13;2,71041047478999;0,115;0,017;9,27404780096926e-09;"P7";"Ptpro"
"Ndrg1";6,01486059473299e-13;8,07242100892559;0,062;0;1,12538041727454e-08;"P7";"Ndrg1"
"Rpl23a";7,83669987227236e-13;1,82286667207742;0,21;0,093;1,46624654610216e-08;"P7";"Rpl23a"
"Elob";8,04914174250329e-13;1,88726721951082;0,196;0,073;1,50599442002236e-08;"P7";"Elob"
"Enc1";9,93000045583789e-13;1,32024728790942;0,316;0,175;1,85790308528727e-08;"P7";"Enc1"
"Gng3";1,25281064452912e-12;1,55325874915062;0,216;0,08;2,34400871591399e-08;"P7";"Gng3"
"Cartpt";1,59825211930104e-12;3,2486641802369;0,092;0,009;2,99032971521225e-08;"P7";"Cartpt"
"Mturn";1,71785435500628e-12;2,69516148063207;0,12;0,022;3,21410549821675e-08;"P7";"Mturn"
"Igsf3";1,97129582002206e-12;2,64465861003304;0,106;0,015;3,68829447926128e-08;"P7";"Igsf3"
"Sla";1,97261612030394e-12;3,50669593978151;0,078;0,004;3,69076476108867e-08;"P7";"Sla"
"Rps15a";2,00912995494666e-12;1,41371625956981;0,256;0,11;3,7590821457052e-08;"P7";"Rps15a"
"Csrp2";2,31953335857753e-12;8,10868121029858;0,059;0;4,33984691389856e-08;"P7";"Csrp2"
"St8sia2";2,32190251707065e-12;4,94952132696968;0,072;0,002;4,34427960943918e-08;"P7";"St8sia2"
"Fabp7";2,43896143960463e-12;3,84364926024725;0,093;0,011;4,56329685350026e-08;"P7";"Fabp7"
"Tmem158";2,55232938485731e-12;2,6864877743793;0,128;0,028;4,77540827906802e-08;"P7";"Tmem158"
"Ttc28";2,57993163316388e-12;3,63968556424462;0,095;0,011;4,82705208564962e-08;"P7";"Ttc28"
"Mapk15";2,90384685181976e-12;8,00323484686717;0,058;0;5,43309745975478e-08;"P7";"Mapk15"
"Ywhab";3,03197905954255e-12;1,33982659832558;0,275;0,131;5,67283282040411e-08;"P7";"Ywhab"
"Stum";3,54083113958276e-12;3,8847364650576;0,085;0,006;6,62489506215934e-08;"P7";"Stum"
"mt-Cytb";3,59145426904612e-12;0,376429508610528;0,916;0,802;6,71961093738529e-08;"P7";"mt-Cytb"
"Fam124a";3,60113384176432e-12;4,75051551500708;0,077;0,004;6,73772141794104e-08;"P7";"Fam124a"
"Cadm4";3,60351929901038e-12;1,6473693936837;0,202;0,073;6,74218460844842e-08;"P7";"Cadm4"
"Reep1";3,7414155320806e-12;1,40767082103813;0,25;0,123;7,00018846052281e-08;"P7";"Reep1"
